,Al,Si,Fe,Cu,Mn,Mg,Cr,Ni-L,Zn,Ti,B,Be,Bi,Ca,Cd,Ga,Hg,In,Na,P,Pb,Sn,Sr,V,Zr,Ecorr[mV]
5122,97.63,1.653,0.108,0.047,0.411,0.036,0.0,0.004,0.006,0.035,0.0008,0.0,0.009,0.0,0.0,0.011,0.0001,0.0,0.0,0.0021,0.0,0.002,0.0004,0.012,0.028,-721.249769949235
5123,97.6,1.655,0.11,0.045,0.432,0.036,0.0,0.005,0.006,0.038,0.0008,0.0,0.013,0.0,0.0,0.012,0.0,0.0,0.0,0.0021,0.0,0.003,0.0004,0.013,0.026,-721.161851365084
5124,97.58,1.65,0.11,0.047,0.452,0.034,0.0,0.005,0.008,0.036,0.0005,0.0,0.009,0.0,0.0,0.011,0.0,0.0,0.0,0.0021,0.0,0.008,0.0003,0.012,0.034,-721.073502920347
5125,97.58,1.637,0.113,0.047,0.468,0.036,0.0,0.005,0.008,0.037,0.0008,0.0,0.009,0.0,0.0,0.012,0.0,0.0,0.0,0.0021,0.001,0.0,0.0004,0.012,0.034,-720.997626770894
5126,97.55,1.65,0.119,0.047,0.484,0.035,0.0,0.005,0.004,0.039,0.0008,0.0,0.009,0.0,0.0,0.013,0.0,0.0,0.0,0.0021,0.0,0.004,0.0005,0.011,0.032,-720.908819376385
5127,97.51,1.654,0.119,0.048,0.502,0.036,0.0,0.004,0.006,0.04,0.0009,0.0,0.008,0.0,0.0,0.011,0.0,0.0,0.0,0.002,0.0,0.008,0.0005,0.012,0.037,-720.819523852612
5128,97.48,1.656,0.119,0.047,0.52,0.037,0.0,0.004,0.006,0.044,0.0007,0.0,0.01,0.0,0.0,0.012,0.0,0.0,0.0,0.002,0.0,0.005,0.0003,0.015,0.038,-720.742826639885
5129,97.48,1.652,0.121,0.047,0.538,0.034,0.0,0.005,0.007,0.044,0.0006,0.0,0.012,0.0,0.0,0.012,0.0,0.0,0.0,0.002,0.0,0.0,0.0003,0.012,0.039,-720.652884628954
5130,97.45,1.65,0.123,0.049,0.559,0.034,0.0,0.004,0.007,0.044,0.0007,0.0001,0.009,0.0,0.0,0.012,0.0,0.0,0.0,0.002,0.0,0.0,0.0003,0.01,0.042,-720.562605526215
5131,97.43,1.641,0.123,0.049,0.579,0.036,0.0,0.004,0.005,0.048,0.0009,0.0,0.01,0.0,0.0,0.012,0.0,0.0,0.0,0.0021,0.0,0.001,0.0003,0.012,0.043,-720.485115997532
5132,97.41,1.64,0.123,0.05,0.6,0.036,0.0,0.004,0.004,0.047,0.001,0.0,0.009,0.0,0.0,0.012,0.0003,0.0,0.0,0.002,0.0,0.002,0.0005,0.013,0.047,-720.39435423698
5133,97.41,1.627,0.127,0.05,0.614,0.032,0.001,0.005,0.006,0.048,0.0012,0.0,0.007,0.0,0.0,0.011,0.0,0.0,0.0,0.0021,0.0,0.001,0.0006,0.014,0.044,-720.303267784983
5134,97.36,1.632,0.131,0.049,0.638,0.034,0.0,0.005,0.009,0.049,0.0008,0.0,0.01,0.0,0.0,0.01,0.0001,0.0,0.0,0.0021,0.0,0.0,0.0005,0.011,0.056,-720.21200372078
5135,97.32,1.647,0.135,0.049,0.654,0.037,0.001,0.005,0.008,0.051,0.001,0.0,0.012,0.0,0.0,0.011,0.0,0.0,0.0,0.002,0.0,0.003,0.0004,0.013,0.051,-720.133255276122
5136,97.32,1.637,0.135,0.049,0.67,0.035,0.0,0.005,0.007,0.054,0.0011,0.0,0.011,0.0,0.0,0.011,0.0002,0.0,0.0,0.002,0.0,0.004,0.0004,0.012,0.049,-720.041253240183
5137,97.28,1.648,0.136,0.049,0.684,0.036,0.0,0.005,0.007,0.056,0.001,0.0,0.009,0.0,0.0,0.01,0.0,0.0,0.0,0.0021,0.0,0.003,0.0002,0.011,0.059,-719.949014161833
5138,97.27,1.647,0.138,0.05,0.704,0.033,0.0,0.005,0.005,0.056,0.001,0.0,0.009,0.0,0.0,0.011,0.0,0.0,0.0,0.0021,0.0,0.001,0.0003,0.01,0.06,-719.869756598188
5139,97.25,1.633,0.137,0.051,0.72,0.035,0.0,0.005,0.005,0.055,0.0011,0.0,0.01,0.0,0.0,0.012,0.001,0.0,0.0,0.0021,0.001,0.003,0.0002,0.013,0.062,-719.777089444956
5140,97.21,1.638,0.144,0.051,0.74,0.036,0.0,0.005,0.007,0.058,0.0012,0.0,0.01,0.0,0.0,0.012,0.001,0.0,0.0,0.0021,0.004,0.004,0.0003,0.012,0.061,-719.684125770519
5141,97.2,1.638,0.143,0.051,0.755,0.036,0.001,0.006,0.007,0.058,0.0011,0.0001,0.011,0.0,0.0,0.011,0.0002,0.0,0.0,0.002,0.001,0.002,0.0003,0.011,0.063,-719.604246747299
5142,97.18,1.636,0.143,0.052,0.782,0.035,0.001,0.006,0.006,0.058,0.0011,0.0,0.009,0.0,0.0,0.01,0.0001,0.0,0.0,0.002,0.0,0.0,0.0003,0.011,0.065,-719.5108784403
5143,97.15,1.645,0.148,0.052,0.793,0.034,0.001,0.005,0.007,0.063,0.0011,0.0,0.01,0.0,0.0,0.011,0.0007,0.0,0.0,0.002,0.003,0.004,0.0003,0.012,0.061,-719.417152671584
5144,97.14,1.629,0.151,0.052,0.804,0.035,0.0,0.005,0.007,0.066,0.0013,0.0,0.008,0.0,0.0,0.012,0.0002,0.0,0.0,0.0021,0.003,0.01,0.0002,0.01,0.07,-719.336682256575
5145,97.12,1.627,0.151,0.051,0.82,0.036,0.0,0.005,0.005,0.066,0.0012,0.0,0.01,0.0,0.0,0.011,0.0006,0.0,0.0,0.0021,0.004,0.013,0.0001,0.011,0.069,-719.242574586826
5146,97.07,1.64,0.155,0.053,0.838,0.035,0.0,0.005,0.004,0.068,0.0011,0.0,0.013,0.0,0.0,0.012,0.0012,0.0,0.0,0.0021,0.001,0.012,0.0002,0.012,0.073,-719.161710096378
5147,97.07,1.628,0.151,0.052,0.861,0.034,0.0,0.005,0.007,0.065,0.0011,0.0,0.013,0.0,0.0,0.011,0.0,0.0,0.0,0.002,0.007,0.006,0.0002,0.012,0.073,-719.067162114679
5148,97.05,1.63,0.152,0.054,0.878,0.033,0.001,0.005,0.008,0.066,0.0014,0.0,0.009,0.0,0.0,0.01,0.0002,0.0,0.0,0.002,0.007,0.006,0.0002,0.011,0.075,-718.972422726175
5149,97.01,1.634,0.157,0.054,0.895,0.035,0.0,0.005,0.007,0.067,0.0011,0.0,0.008,0.0,0.0,0.011,0.0009,0.0,0.0,0.0021,0.003,0.016,0.0004,0.012,0.078,-718.891089625817
5150,96.99,1.639,0.161,0.054,0.912,0.037,0.001,0.005,0.006,0.07,0.0009,0.0,0.009,0.0,0.0,0.012,0.0,0.0,0.0,0.002,0.001,0.016,0.0002,0.012,0.075,-718.796006440255
5151,96.98,1.632,0.162,0.056,0.931,0.035,0.001,0.005,0.006,0.067,0.0013,0.0,0.006,0.0,0.0,0.011,0.0001,0.0,0.0,0.0021,0.004,0.015,0.0001,0.011,0.078,-718.700744331277
5152,96.95,1.624,0.168,0.054,0.942,0.036,0.0,0.005,0.006,0.066,0.0017,0.0,0.009,0.0,0.0,0.01,0.0001,0.0,0.0,0.002,0.014,0.02,0.0001,0.011,0.078,-718.618898922475
5153,96.94,1.633,0.172,0.055,0.959,0.035,0.0,0.006,0.007,0.071,0.0015,0.0,0.01,0.0,0.0,0.011,0.0004,0.0,0.0,0.0021,0.005,0.003,0.0001,0.011,0.081,-718.523241497766
5154,96.92,1.631,0.172,0.056,0.978,0.036,0.0,0.005,0.006,0.071,0.0015,0.0,0.012,0.0,0.0,0.011,0.0,0.0,0.0,0.0021,0.0,0.003,0.0002,0.01,0.085,-718.427417190189
5155,96.86,1.644,0.173,0.057,0.995,0.036,0.001,0.005,0.006,0.073,0.0016,0.0,0.011,0.0,0.0,0.011,0.0009,0.0,0.0,0.0021,0.006,0.013,0.0001,0.011,0.091,-718.345163141097
5156,96.85,1.62,0.175,0.057,1.015,0.036,0.001,0.005,0.006,0.074,0.0012,0.0,0.014,0.0,0.0,0.011,0.0002,0.0,0.0,0.0021,0.011,0.017,0.0002,0.013,0.095,-718.249114979732
5157,96.86,1.619,0.177,0.057,1.033,0.036,0.0,0.006,0.009,0.075,0.0015,0.0,0.01,0.0,0.0,0.01,0.0003,0.0,0.0,0.002,0.003,0.003,0.0001,0.01,0.086,-718.152837438503
5158,96.84,1.635,0.175,0.057,1.04,0.037,0.0,0.005,0.008,0.077,0.0015,0.0,0.006,0.0,0.0,0.011,0.0016,0.0,0.0,0.002,0.005,0.003,0.0001,0.01,0.087,-718.070054623935
5159,96.81,1.631,0.183,0.057,1.058,0.036,0.0,0.005,0.008,0.079,0.0013,0.0,0.007,0.0,0.0,0.01,0.0003,0.0,0.0,0.0021,0.005,0.008,0.0002,0.011,0.09,-717.973500604828
5160,96.8,1.619,0.185,0.057,1.081,0.037,0.0,0.005,0.007,0.078,0.0018,0.0001,0.006,0.0,0.0,0.01,0.0015,0.0,0.0,0.0021,0.004,0.007,0.0,0.011,0.089,-717.890636939382
5161,96.77,1.622,0.188,0.058,1.094,0.038,0.0,0.005,0.007,0.081,0.0017,0.0,0.008,0.0,0.0,0.01,0.0005,0.0,0.0,0.002,0.007,0.004,0.0001,0.009,0.097,-717.793896301878
5162,96.77,1.619,0.184,0.06,1.103,0.036,0.001,0.005,0.006,0.083,0.0015,0.0,0.008,0.0,0.0,0.01,0.0006,0.0,0.0,0.002,0.004,0.004,0.0002,0.01,0.095,-717.696869966127
5163,96.74,1.621,0.185,0.06,1.113,0.033,0.0,0.006,0.008,0.086,0.0016,0.0,0.009,0.0,0.0,0.011,0.0008,0.0,0.0,0.0021,0.005,0.009,0.0002,0.01,0.096,-717.613675384769
5164,96.71,1.635,0.188,0.06,1.13,0.037,0.0,0.005,0.009,0.083,0.0017,0.0,0.009,0.0,0.0,0.01,0.0008,0.0,0.0,0.0021,0.01,0.01,0.0001,0.009,0.091,-717.516484210929
5165,96.72,1.613,0.189,0.059,1.142,0.037,0.001,0.005,0.007,0.082,0.0018,0.0,0.006,0.0,0.0,0.011,0.0008,0.0,0.0,0.0021,0.011,0.01,0.0002,0.011,0.094,-717.41909387171
5166,96.7,1.619,0.189,0.058,1.146,0.037,0.0,0.005,0.006,0.083,0.002,0.0001,0.007,0.0,0.0,0.012,0.0003,0.0,0.0,0.0021,0.026,0.006,0.0,0.011,0.093,-717.335445307917
5167,96.68,1.626,0.19,0.059,1.159,0.038,0.0,0.004,0.004,0.088,0.0016,0.0,0.01,0.0,0.0,0.011,0.0001,0.0,0.0,0.0021,0.017,0.002,0.0,0.011,0.096,-717.237835853225
5168,96.7,1.605,0.188,0.061,1.175,0.036,0.001,0.006,0.007,0.087,0.0014,0.0,0.009,0.0,0.0,0.01,0.0013,0.0,0.0,0.0021,0.004,0.002,0.0,0.009,0.093,-717.140190095058
5169,96.68,1.591,0.191,0.061,1.178,0.037,0.001,0.005,0.007,0.084,0.0016,0.0,0.011,0.0,0.0,0.01,0.0004,0.0,0.0,0.002,0.012,0.015,0.0,0.012,0.099,-717.056418414308
5170,96.63,1.618,0.184,0.061,1.194,0.036,0.001,0.005,0.007,0.09,0.0017,0.0,0.01,0.0,0.0,0.01,0.001,0.0,0.0,0.002,0.016,0.014,0.0,0.011,0.105,-716.958499023684
5171,96.64,1.623,0.189,0.062,1.195,0.035,0.001,0.005,0.005,0.086,0.0019,0.0,0.008,0.0,0.0,0.009,0.0015,0.0,0.0,0.002,0.007,0.013,0.0,0.009,0.102,-716.87448763617
5172,96.63,1.621,0.188,0.062,1.208,0.036,0.001,0.006,0.006,0.086,0.0017,0.0,0.009,0.0,0.0,0.01,0.0022,0.0,0.0,0.002,0.008,0.011,0.0,0.01,0.1,-716.776383914025
5173,96.62,1.612,0.186,0.063,1.224,0.034,0.0,0.005,0.008,0.089,0.0012,0.0,0.009,0.0,0.0,0.011,0.0007,0.0,0.0,0.002,0.017,0.001,0.0,0.011,0.107,-716.678110226341
5174,96.6,1.615,0.19,0.064,1.235,0.034,0.0,0.005,0.007,0.092,0.0014,0.0,0.009,0.0,0.0,0.009,0.0001,0.0,0.0,0.002,0.016,0.004,0.0001,0.012,0.108,-716.59386931967
5175,96.58,1.623,0.197,0.064,1.244,0.035,0.001,0.005,0.007,0.088,0.0015,0.0,0.006,0.0,0.0,0.011,0.0002,0.0,0.0,0.002,0.015,0.004,0.0,0.009,0.102,-716.495508088815
5176,96.57,1.608,0.196,0.065,1.25,0.037,0.0,0.006,0.006,0.089,0.0015,0.0,0.007,0.0,0.0,0.012,0.0007,0.0,0.0,0.002,0.019,0.013,0.0,0.011,0.108,-716.397140622994
5177,96.55,1.605,0.199,0.066,1.267,0.038,0.0,0.005,0.006,0.093,0.0012,0.0001,0.01,0.0,0.0,0.011,0.0005,0.0,0.0,0.002,0.021,0.011,0.0,0.01,0.105,-716.312697227126
5178,96.53,1.617,0.2,0.066,1.28,0.038,0.0,0.005,0.006,0.092,0.0014,0.0,0.01,0.0,0.0,0.011,0.001,0.0,0.0,0.002,0.011,0.007,0.0,0.01,0.116,-716.214186419061
5179,96.53,1.613,0.199,0.065,1.286,0.038,0.001,0.006,0.006,0.093,0.0016,0.0001,0.011,0.0,0.0,0.01,0.0006,0.0,0.0,0.002,0.01,0.01,0.0,0.013,0.108,-716.115527200691
5180,96.51,1.611,0.201,0.068,1.295,0.039,0.001,0.005,0.007,0.095,0.0012,0.0,0.011,0.0,0.0,0.01,0.0023,0.0,0.0,0.002,0.01,0.005,0.0,0.013,0.108,-716.03083109828
5181,96.51,1.606,0.208,0.067,1.301,0.037,0.001,0.005,0.006,0.094,0.0012,0.0,0.005,0.0,0.0,0.012,0.0006,0.0,0.0,0.002,0.011,0.009,0.0,0.01,0.114,-715.931971495525
5182,96.46,1.624,0.207,0.066,1.309,0.036,0.0,0.005,0.007,0.093,0.0015,0.0001,0.008,0.0,0.0,0.012,0.0008,0.0,0.0,0.002,0.018,0.014,0.0,0.01,0.12,-715.847174750908
5183,96.46,1.615,0.209,0.067,1.324,0.038,0.0,0.005,0.007,0.094,0.0018,0.0002,0.009,0.0,0.0,0.009,0.0019,0.0,0.0,0.002,0.015,0.008,0.0,0.01,0.119,-715.748357728519
5184,96.48,1.594,0.212,0.068,1.331,0.038,0.0,0.006,0.006,0.096,0.0019,0.0001,0.01,0.0,0.0,0.01,0.0008,0.0,0.0,0.002,0.01,0.006,0.0,0.01,0.116,-715.64948633761
5185,96.47,1.601,0.21,0.069,1.342,0.035,0.001,0.005,0.006,0.096,0.0016,0.0,0.009,0.0,0.0,0.009,0.0013,0.0,0.0,0.002,0.017,0.002,0.0,0.01,0.117,-715.564709890878
5186,96.45,1.606,0.212,0.069,1.352,0.035,0.0,0.005,0.008,0.096,0.0015,0.0,0.008,0.0,0.0,0.01,0.0011,0.0,0.0,0.002,0.019,0.002,0.0,0.011,0.114,-715.465593319167
5187,96.44,1.593,0.215,0.071,1.357,0.036,0.0,0.005,0.007,0.095,0.0016,0.0,0.007,0.0,0.0,0.01,0.0006,0.0,0.0,0.0021,0.021,0.008,0.0,0.009,0.121,-715.366509498458
5188,96.46,1.583,0.213,0.07,1.365,0.037,0.0,0.005,0.009,0.094,0.0015,0.0,0.006,0.0,0.0,0.01,0.0005,0.0,0.0,0.0021,0.011,0.009,0.0,0.01,0.117,-715.28162506943
5189,96.45,1.591,0.209,0.07,1.375,0.036,0.0,0.005,0.007,0.095,0.0015,0.0,0.006,0.0,0.0,0.009,0.0014,0.0,0.0,0.0021,0.017,0.004,0.0,0.01,0.115,-715.182545793012
5190,96.4,1.61,0.21,0.07,1.385,0.039,0.001,0.006,0.006,0.101,0.0015,0.0,0.008,0.0,0.0,0.01,0.0004,0.0,0.0,0.0021,0.014,0.005,0.0,0.012,0.119,-715.083432591807
5191,96.41,1.59,0.212,0.071,1.386,0.038,0.001,0.006,0.008,0.099,0.0018,0.0,0.008,0.0,0.0,0.01,0.0014,0.0,0.0,0.0021,0.015,0.017,0.0,0.012,0.112,-714.998542123037
5192,96.41,1.596,0.21,0.071,1.386,0.038,0.001,0.005,0.006,0.1,0.0017,0.0,0.006,0.0,0.0,0.011,0.0003,0.0,0.0,0.002,0.015,0.007,0.0,0.013,0.118,-714.89945228309
5193,96.39,1.599,0.215,0.072,1.392,0.036,0.0,0.006,0.008,0.104,0.0018,0.0,0.006,0.0,0.0,0.01,0.0002,0.0,0.0,0.002,0.014,0.008,0.0,0.013,0.12,-714.800338503246
5194,96.41,1.591,0.207,0.072,1.399,0.037,0.0,0.006,0.009,0.1,0.0017,0.0,0.005,0.0,0.0,0.011,0.0004,0.0,0.0,0.002,0.015,0.002,0.0,0.01,0.122,-714.71538941089
5195,96.38,1.593,0.214,0.074,1.401,0.039,0.0,0.006,0.007,0.099,0.0017,0.0,0.006,0.0,0.0,0.012,0.0006,0.0,0.0,0.0021,0.017,0.016,0.0,0.008,0.126,-714.61616316529
5196,96.37,1.587,0.218,0.077,1.402,0.038,0.001,0.005,0.007,0.102,0.0018,0.0,0.006,0.0,0.0,0.01,0.0017,0.0,0.0,0.0021,0.023,0.016,0.0,0.009,0.123,-714.531188793364
5197,96.41,1.582,0.217,0.075,1.403,0.04,0.001,0.006,0.009,0.1,0.0015,0.0,0.005,0.0,0.0,0.009,0.001,0.0,0.0,0.002,0.01,0.004,0.0,0.012,0.117,-714.432015990018
5198,96.39,1.571,0.219,0.077,1.41,0.039,0.0,0.006,0.007,0.106,0.0017,0.0,0.006,0.0,0.0,0.009,0.0001,0.0,0.0001,0.002,0.013,0.009,0.0,0.01,0.121,-714.332912377795
5199,96.4,1.568,0.211,0.077,1.415,0.036,0.001,0.005,0.007,0.102,0.0016,0.0,0.006,0.0,0.0,0.01,0.0005,0.0,0.0,0.0021,0.018,0.005,0.0,0.01,0.121,-714.247995695937
5200,96.38,1.572,0.21,0.075,1.413,0.038,0.001,0.005,0.008,0.101,0.0016,0.0,0.007,0.0,0.0,0.011,0.0002,0.0,0.0,0.0021,0.019,0.018,0.0,0.009,0.129,-714.148809052807
5201,96.41,1.556,0.216,0.075,1.418,0.039,0.001,0.005,0.008,0.098,0.002,0.0,0.006,0.0,0.0,0.01,0.0001,0.0,0.0,0.0021,0.014,0.009,0.0,0.01,0.127,-714.049701065367
5202,96.39,1.565,0.213,0.077,1.422,0.042,0.001,0.006,0.007,0.104,0.0019,0.0001,0.004,0.0,0.0,0.011,0.0014,0.0,0.0,0.002,0.013,0.01,0.0,0.011,0.124,-713.964865227904
5203,96.37,1.56,0.217,0.078,1.432,0.041,0.0,0.006,0.007,0.106,0.0018,0.0,0.006,0.0,0.0,0.011,0.0008,0.0,0.0,0.002,0.02,0.004,0.0,0.008,0.125,-713.865845832624
5204,96.38,1.55,0.218,0.079,1.434,0.04,0.001,0.006,0.007,0.109,0.0021,0.0,0.009,0.0,0.0,0.01,0.0,0.0,0.0,0.002,0.011,0.011,0.0,0.01,0.124,-713.766760115733
5205,96.38,1.555,0.217,0.079,1.439,0.04,0.001,0.006,0.006,0.105,0.0021,0.0,0.007,0.0,0.0,0.011,0.0005,0.0,0.0,0.0021,0.013,0.004,0.0,0.013,0.124,-713.681873568911
5206,96.38,1.538,0.215,0.081,1.444,0.04,0.001,0.006,0.007,0.105,0.002,0.0,0.004,0.0,0.0,0.01,0.0002,0.0,0.0,0.002,0.017,0.004,0.0,0.011,0.129,-713.582893475396
5207,96.37,1.553,0.212,0.082,1.44,0.042,0.001,0.005,0.007,0.108,0.0018,0.0,0.006,0.0,0.0,0.01,0.0005,0.0,0.0,0.002,0.016,0.014,0.0,0.01,0.122,-713.483933255334
5208,96.37,1.544,0.212,0.081,1.443,0.043,0.0,0.006,0.007,0.108,0.0017,0.0,0.005,0.0,0.0,0.011,0.0005,0.0,0.0,0.0021,0.016,0.011,0.0,0.01,0.125,-713.399249482369
5209,96.38,1.531,0.213,0.081,1.447,0.041,0.001,0.006,0.006,0.11,0.0017,0.0,0.007,0.0,0.0,0.011,0.0001,0.0,0.0,0.002,0.019,0.009,0.0,0.012,0.123,-713.300334453725
5210,96.34,1.552,0.205,0.083,1.454,0.039,0.001,0.006,0.008,0.109,0.0018,0.0,0.007,0.0,0.0,0.011,0.002,0.0,0.0,0.002,0.019,0.018,0.0,0.013,0.127,-713.201525215957
5211,96.35,1.534,0.211,0.084,1.454,0.042,0.001,0.006,0.009,0.11,0.0019,0.0,0.002,0.0,0.0,0.011,0.0006,0.0,0.0,0.0021,0.02,0.021,0.0,0.011,0.127,-713.116988758681
5212,96.35,1.546,0.211,0.086,1.452,0.042,0.0,0.005,0.008,0.106,0.0019,0.0001,0.005,0.0,0.0,0.013,0.0002,0.0,0.0,0.0021,0.02,0.015,0.0,0.008,0.131,-713.018317949169
5213,96.38,1.531,0.209,0.086,1.451,0.041,0.0,0.006,0.009,0.107,0.0015,0.0001,0.004,0.0,0.0,0.012,0.0004,0.0,0.0001,0.002,0.016,0.009,0.0,0.01,0.13,-712.919684550546
5214,96.39,1.511,0.208,0.085,1.457,0.04,0.001,0.006,0.007,0.111,0.0016,0.0001,0.004,0.0,0.0,0.012,0.0024,0.0,0.0,0.002,0.018,0.015,0.0,0.008,0.125,-712.835162710828
5215,96.38,1.524,0.207,0.086,1.456,0.04,0.001,0.006,0.005,0.109,0.0014,0.0001,0.006,0.0,0.0,0.01,0.0016,0.0,0.0,0.0021,0.017,0.008,0.0,0.009,0.134,-712.73652990594
5216,96.36,1.525,0.21,0.086,1.456,0.04,0.0,0.005,0.006,0.109,0.0014,0.0001,0.006,0.0,0.0,0.01,0.0011,0.0,0.0,0.0021,0.024,0.016,0.0,0.009,0.129,-712.63809677735
5217,96.35,1.536,0.214,0.087,1.462,0.039,0.001,0.005,0.006,0.111,0.0017,0.0,0.007,0.0,0.0,0.009,0.0013,0.0,0.0,0.0021,0.017,0.01,0.0,0.01,0.13,-712.553764281332
5218,96.36,1.518,0.212,0.088,1.465,0.041,0.001,0.005,0.008,0.11,0.0019,0.0001,0.004,0.0,0.0,0.01,0.0025,0.0,0.0,0.002,0.023,0.014,0.0,0.01,0.129,-712.45542417459
5219,96.36,1.519,0.213,0.09,1.467,0.042,0.001,0.006,0.008,0.111,0.0021,0.0,0.005,0.0,0.0,0.011,0.0011,0.0,0.0,0.002,0.016,0.005,0.0,0.011,0.133,-712.357138320035
5220,96.37,1.507,0.211,0.091,1.469,0.042,0.0,0.005,0.007,0.115,0.0016,0.0,0.004,0.0,0.0,0.011,0.0004,0.0,0.0,0.002,0.017,0.007,0.0,0.012,0.13,-712.272938672551
5221,96.36,1.507,0.21,0.09,1.476,0.042,0.0,0.006,0.006,0.113,0.0015,0.0,0.006,0.0,0.0,0.011,0.0007,0.0,0.0,0.002,0.013,0.007,0.0,0.012,0.132,-712.17476122155
5222,96.36,1.516,0.212,0.089,1.479,0.042,0.0,0.006,0.007,0.11,0.0017,0.0001,0.008,0.0,0.0,0.01,0.0009,0.0,0.0,0.002,0.013,0.006,0.0,0.009,0.126,-712.076646224333
5223,96.35,1.504,0.212,0.093,1.478,0.043,0.001,0.006,0.007,0.109,0.0021,0.0,0.003,0.0,0.0,0.01,0.0005,0.0,0.0,0.002,0.023,0.016,0.0,0.009,0.132,-711.992599511019
5224,96.34,1.507,0.212,0.094,1.485,0.041,0.001,0.006,0.008,0.114,0.0021,0.0001,0.005,0.0,0.0,0.009,0.002,0.0,0.0,0.002,0.025,0.013,0.0,0.011,0.124,-711.894607999291
5225,96.32,1.497,0.212,0.093,1.484,0.041,0.0,0.006,0.007,0.116,0.0017,0.0,0.005,0.0,0.0,0.01,0.001,0.0,0.0,0.002,0.035,0.016,0.0,0.011,0.138,-711.796686982088
5226,96.34,1.494,0.216,0.094,1.485,0.042,0.0,0.006,0.007,0.114,0.0019,0.0,0.005,0.0,0.0,0.01,0.0013,0.0,0.0001,0.0021,0.02,0.019,0.0,0.011,0.129,-711.712965620775
5227,96.34,1.496,0.216,0.094,1.482,0.044,0.0,0.006,0.007,0.115,0.002,0.0001,0.005,0.0,0.0,0.01,0.0005,0.0,0.0001,0.0021,0.021,0.019,0.0,0.01,0.128,-711.615335359161
5228,96.34,1.496,0.211,0.094,1.497,0.042,0.0,0.006,0.007,0.114,0.0018,0.0001,0.009,0.0,0.0,0.011,0.0004,0.0,0.0,0.0021,0.017,0.011,0.0,0.011,0.131,-711.517783220038
5229,96.34,1.501,0.213,0.095,1.494,0.044,0.0,0.006,0.007,0.114,0.002,0.0,0.007,0.0,0.0,0.011,0.0019,0.0,0.0001,0.0021,0.015,0.005,0.0,0.011,0.132,-711.43425310071
5230,96.33,1.498,0.215,0.096,1.497,0.045,0.0,0.005,0.007,0.117,0.0019,0.0,0.006,0.0,0.0,0.011,0.0001,0.0,0.0001,0.0021,0.018,0.005,0.0,0.01,0.132,-711.336929317681
5231,96.31,1.499,0.215,0.096,1.507,0.045,0.001,0.007,0.007,0.118,0.0017,0.0,0.006,0.0,0.0,0.011,0.0006,0.0,0.0001,0.0021,0.017,0.004,0.0,0.01,0.137,-711.239615154985
5232,96.33,1.484,0.218,0.098,1.51,0.044,0.001,0.006,0.006,0.114,0.0018,0.0,0.006,0.0,0.0,0.011,0.0009,0.0,0.0,0.0021,0.018,0.006,0.0,0.012,0.136,-711.156371026011
5233,96.31,1.478,0.219,0.096,1.519,0.045,0.001,0.005,0.006,0.115,0.0017,0.0,0.005,0.0,0.0,0.011,0.0019,0.0,0.0001,0.0021,0.022,0.019,0.0,0.01,0.134,-711.059223150321
5234,96.33,1.479,0.213,0.098,1.52,0.045,0.001,0.006,0.009,0.117,0.0013,0.0,0.005,0.0,0.0,0.009,0.0011,0.0,0.0001,0.0021,0.015,0.013,0.0,0.009,0.134,-710.962168608481
5235,96.3,1.473,0.221,0.102,1.521,0.046,0.001,0.006,0.009,0.117,0.0017,0.0,0.007,0.0,0.0,0.012,0.0013,0.0,0.0001,0.002,0.022,0.014,0.0,0.01,0.133,-710.865361539314
5236,96.3,1.475,0.23,0.1,1.521,0.045,0.001,0.005,0.009,0.114,0.0019,0.0001,0.002,0.0,0.0,0.01,0.0014,0.0,0.0001,0.002,0.024,0.011,0.0,0.012,0.139,-710.782429669957
5237,96.3,1.469,0.228,0.1,1.526,0.044,0.001,0.005,0.01,0.118,0.0016,0.0001,0.005,0.0,0.0,0.01,0.001,0.0,0.0001,0.002,0.022,0.011,0.0,0.01,0.133,-710.685731413036
5238,96.28,1.474,0.225,0.102,1.537,0.044,0.0,0.006,0.009,0.121,0.0016,0.0001,0.003,0.0,0.0,0.01,0.0024,0.0,0.0001,0.002,0.021,0.018,0.0,0.01,0.129,-710.589136239468
5239,96.29,1.473,0.227,0.103,1.537,0.045,0.001,0.006,0.008,0.118,0.0019,0.0,0.005,0.0,0.0,0.01,0.0017,0.0,0.0,0.002,0.024,0.007,0.0,0.01,0.13,-710.506456677535
5240,96.29,1.472,0.23,0.103,1.527,0.045,0.0,0.006,0.008,0.115,0.002,0.0001,0.002,0.0,0.0,0.011,0.0001,0.0,0.0,0.0021,0.021,0.014,0.0,0.01,0.138,-710.410134964592
5241,96.31,1.446,0.228,0.105,1.534,0.046,0.0,0.005,0.006,0.118,0.0018,0.0001,0.002,0.0,0.0,0.011,0.0018,0.0,0.0,0.0021,0.021,0.019,0.0,0.011,0.136,-710.313923309924
5242,96.31,1.446,0.229,0.106,1.536,0.045,0.001,0.006,0.005,0.115,0.0018,0.0,0.001,0.0,0.0,0.01,0.0015,0.0,0.0001,0.0021,0.024,0.004,0.0,0.012,0.141,-710.231663846584
5243,96.32,1.447,0.23,0.105,1.531,0.045,0.0,0.006,0.008,0.117,0.0021,0.0,0.001,0.0,0.0,0.011,0.0014,0.0,0.0001,0.002,0.022,0.004,0.0,0.012,0.136,-710.135738089165
