Proj no.;TO no.;Coil no.;Sample no.;WS;Brazed;Depth [μm];Unit;Al;Si;Fe;Cu;Mn;Mg;Cr;Ni-L;Ni-H;Zn;Ti;B;Be;Bi;Ca;Cd;Ga;Hg;In;Li;Na;P;Pb;Sn;Sr;V;Zr;
G17-0054;432431;S02798;P18-00305BL;0;1;102,4179;m%;97,41;0,148;0,209;0,6;1,341;0,019;0,002;0,005;0;0,022;0,153;0,0022;0;0;0,001;0;0,018;0,0013;0,005;0;0,0019;0,0019;0,058;0,018;0,0003;0,016;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;102,5637;m%;97,4;0,151;0,216;0,6;1,34;0,019;0,001;0,005;0;0,023;0,155;0,0024;0,0001;0;0,001;0;0,019;0,0007;0,003;0;0,0017;0,0019;0,055;0,017;0,0003;0,013;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;102,7094;m%;97,42;0,144;0,214;0,6;1,342;0,02;0,001;0,005;0;0,02;0,153;0,002;0,0001;0;0,001;0;0,018;0;0,003;0;0,0018;0,0019;0,053;0,021;0,0004;0,015;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;102,8553;m%;97,4;0,147;0,213;0,6;1,35;0,019;0,001;0,005;0;0,021;0,157;0,0023;0,0002;0;0,0008;0;0,018;0,0007;0,004;0;0,002;0,0019;0,053;0,016;0,0003;0,014;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;103,0012;m%;97,4;0,143;0,217;0,6;1,345;0,02;0,001;0,005;0;0,023;0,155;0,0021;0,0002;0;0,0009;0;0,019;0,0006;0,005;0;0,0019;0,0019;0,06;0,017;0,0003;0,014;0,005;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;103,147;m%;97,4;0,145;0,212;0,6;1,344;0,021;0,001;0,006;0;0,019;0,148;0,0024;0,0001;0;0,0009;0;0,019;0,0006;0,005;0;0,0018;0,0019;0,06;0,025;0,0003;0,012;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;103,2929;m%;97,41;0,146;0,212;0,6;1,342;0,019;0,001;0,005;0;0,02;0,153;0,0022;0;0;0,0011;0;0,018;0,0013;0,003;0;0,0018;0,0019;0,06;0,025;0,0003;0,012;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;103,4388;m%;97,41;0,147;0,209;0,6;1,337;0,02;0,001;0,005;0;0,022;0,15;0,0023;0,0001;0;0,001;0;0,018;0,0007;0,003;0;0,0019;0,0019;0,064;0,02;0,0002;0,012;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;103,5848;m%;97,4;0,145;0,209;0,6;1,339;0,019;0,001;0,005;0;0,02;0,159;0,0022;0;0;0,0009;0;0,018;0,0006;0,004;0;0,0018;0,0019;0,056;0,03;0,0003;0,013;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;103,7309;m%;97,4;0,144;0,209;0,6;1,344;0,019;0,001;0,006;0;0,021;0,159;0,0024;0;0,001;0,001;0;0,02;0,0002;0,005;0;0,0017;0,0019;0,056;0,022;0,0004;0,014;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;103,8771;m%;97,4;0,145;0,212;0,6;1,346;0,02;0,001;0,005;0;0,021;0,158;0,0027;0;0;0,0009;0;0,019;0,0009;0,004;0;0,0018;0,0019;0,061;0,022;0,0004;0,013;0,003;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;104,0233;m%;97,41;0,145;0,207;0,6;1,337;0,021;0,001;0,005;0;0,023;0,156;0,0022;0;0;0,0009;0;0,019;0,0013;0,005;0;0,0018;0,0019;0,061;0,019;0,0005;0,015;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;104,1694;m%;97,42;0,142;0,208;0,6;1,332;0,021;0,001;0,006;0;0,022;0,157;0,002;0,0001;0;0,0009;0;0,019;0,0011;0,004;0;0,0017;0,0019;0,056;0,018;0,0003;0,015;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;104,2948;m%;97,42;0,147;0,208;0,6;1,33;0,019;0,001;0,006;0;0,021;0,155;0,0025;0;0;0,001;0;0,019;0;0,004;0;0,0018;0,0018;0,063;0,012;0,0002;0,015;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;104,4411;m%;97,4;0,146;0,212;0,6;1,336;0,021;0,001;0,006;0;0,02;0,159;0,0023;0;0,001;0,0009;0;0,02;0,0002;0,003;0;0,0019;0,0019;0,064;0,017;0,0002;0,014;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;104,5876;m%;97,4;0,148;0,207;0,6;1,335;0,022;0,001;0,005;0;0,021;0,163;0,0024;0,0001;0;0,0009;0;0,018;0;0,003;0;0,0017;0,0019;0,066;0,019;0,0002;0,013;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;104,7341;m%;97,41;0,144;0,207;0,6;1,331;0,019;0,001;0,005;0;0,02;0,164;0,0028;0;0,001;0,0009;0;0,02;0,0003;0,003;0;0,0018;0,0019;0,065;0,02;0,0003;0,014;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;104,8805;m%;97,4;0,145;0,211;0,6;1,337;0,019;0,001;0,006;0;0,022;0,161;0,0026;0;0,001;0,0008;0;0,02;0,0015;0,002;0;0,0019;0,0019;0,058;0,024;0,0003;0,012;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;105,0271;m%;97,4;0,143;0,209;0,6;1,345;0,017;0,001;0,006;0;0,023;0,166;0,0027;0;0;0,001;0;0,02;0,0015;0,003;0;0,0018;0,0019;0,056;0,02;0,0004;0,011;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;105,1737;m%;97,39;0,141;0,213;0,6;1,342;0,019;0,001;0,006;0;0,02;0,162;0,0028;0;0;0,0009;0,001;0,019;0,0014;0,003;0;0,0019;0,0019;0,059;0,023;0,0004;0,012;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;105,3204;m%;97,39;0,147;0,214;0,6;1,342;0,022;0,002;0,005;0;0,02;0,158;0,0029;0;0,002;0,0009;0;0,018;0,0009;0,004;0;0,0019;0,0019;0,057;0,022;0,0003;0,013;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;105,4671;m%;97,38;0,142;0,218;0,6;1,346;0,021;0,001;0,006;0;0,019;0,163;0,003;0;0;0,0009;0;0,02;0,0008;0,004;0;0,0019;0,0019;0,058;0,027;0,0003;0,015;0,003;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;105,6139;m%;97,36;0,147;0,216;0,6;1,349;0,02;0,001;0,005;0;0,022;0,162;0,0031;0,0001;0;0,001;0;0,019;0,0009;0,004;0;0,0017;0,0019;0,061;0,032;0,0003;0,016;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;105,7607;m%;97,37;0,145;0,213;0,6;1,348;0,021;0,001;0,005;0;0,022;0,161;0,0028;0,0001;0;0,001;0;0,019;0,0001;0,005;0;0,0018;0,0019;0,063;0,028;0,0003;0,015;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;105,9074;m%;97,38;0,146;0,218;0,6;1,35;0,021;0,001;0,006;0;0,02;0,159;0,0023;0,0002;0;0,001;0;0,018;0;0,003;0;0,0018;0,0019;0,061;0,019;0,0004;0,014;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;106,0543;m%;97,39;0,141;0,219;0,6;1,347;0,021;0,001;0,006;0;0,024;0,161;0,0023;0;0;0,001;0;0,02;0,0007;0,003;0;0,0018;0,0019;0,05;0,028;0,0003;0,012;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;106,1802;m%;97,39;0,143;0,219;0,6;1,343;0,019;0,001;0,006;0;0,02;0,16;0,0026;0,0001;0,001;0,001;0;0,02;0,0011;0,004;0;0,0018;0,0019;0,058;0,023;0,0004;0,014;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;106,3273;m%;97,37;0,143;0,216;0,6;1,343;0,019;0,001;0,006;0;0,02;0,164;0,0025;0,0001;0;0,001;0;0,02;0,002;0,004;0;0,0019;0,0018;0,059;0,034;0,0002;0,012;0,005;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;106,4744;m%;97,4;0,145;0,213;0,6;1,345;0,02;0,001;0,005;0;0,021;0,16;0,0022;0,0001;0;0,0009;0;0,019;0,0014;0,004;0;0,0018;0,0019;0,054;0,023;0,0003;0,012;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;106,6216;m%;97,39;0,152;0,212;0,6;1,337;0,021;0,001;0,006;0;0,022;0,163;0,0022;0;0;0,001;0;0,019;0,0006;0,003;0;0,0018;0,0018;0,058;0,019;0,0003;0,013;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;106,7687;m%;97,39;0,145;0,214;0,6;1,338;0,021;0,001;0,005;0;0,022;0,163;0,0027;0;0;0,0009;0;0,02;0;0,003;0;0,0017;0,0019;0,06;0,024;0,0003;0,013;0,003;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;106,916;m%;97,39;0,146;0,215;0,6;1,339;0,021;0,002;0,006;0;0,022;0,161;0,0023;0,0001;0;0,001;0;0,02;0,0009;0,005;0;0,0018;0,0019;0,056;0,019;0,0003;0,013;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;107,0634;m%;97,41;0,139;0,212;0,6;1,327;0,02;0,002;0,006;0;0,022;0,164;0,0022;0;0;0,001;0;0,02;0,0003;0,003;0;0,0019;0,0019;0,057;0,026;0,0004;0,013;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;107,2109;m%;97,41;0,143;0,21;0,6;1,33;0,02;0,001;0,005;0;0,02;0,161;0,0022;0;0;0,001;0;0,019;0,0007;0,004;0;0,0019;0,0019;0,06;0,021;0,0003;0,012;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;107,3585;m%;97,4;0,142;0,211;0,6;1,336;0,02;0,002;0,006;0;0,022;0,163;0,0024;0;0;0,001;0;0,018;0,0007;0,004;0;0,0019;0,0019;0,059;0,026;0,0003;0,012;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;107,506;m%;97,4;0,148;0,214;0,6;1,333;0,019;0,002;0,005;0;0,021;0,164;0,0024;0;0,001;0,0008;0;0,02;0,0007;0,003;0;0,0018;0,0019;0,056;0,029;0,0003;0,012;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;107,6325;m%;97,39;0,146;0,211;0,6;1,337;0,018;0,001;0,006;0;0,02;0,162;0,0028;0;0,002;0,0009;0;0,019;0,0006;0,004;0;0,0018;0,0019;0,057;0,031;0,0003;0,015;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;107,7801;m%;97,38;0,147;0,21;0,6;1,341;0,02;0,001;0,006;0;0,022;0,163;0,0026;0;0;0,0009;0;0,019;0,0013;0,004;0;0,0019;0,0019;0,058;0,026;0,0002;0,015;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;107,9277;m%;97,4;0,143;0,212;0,6;1,343;0,02;0,001;0,006;0;0,021;0,159;0,0029;0,0001;0;0,0009;0,001;0,019;0,0006;0,004;0;0,0018;0,0019;0,059;0,01;0,0003;0,015;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;108,0755;m%;97,37;0,145;0,216;0,6;1,338;0,021;0,001;0,005;0;0,019;0,163;0,0029;0;0,001;0,0009;0;0,02;0,0014;0,004;0;0,0017;0,0018;0,06;0,03;0,0004;0,016;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;108,2234;m%;97,39;0,144;0,215;0,6;1,338;0,02;0,001;0,005;0;0,021;0,162;0,0026;0,0001;0;0,0011;0;0,02;0,0013;0,004;0;0,002;0,0019;0,054;0,028;0,0003;0,016;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;108,3712;m%;97,4;0,141;0,214;0,6;1,34;0,019;0,001;0,006;0;0,022;0,162;0,0028;0,0001;0;0,001;0;0,019;0,0002;0,005;0;0,0018;0,0019;0,063;0,017;0,0004;0,013;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;108,519;m%;97,4;0,138;0,22;0,6;1,34;0,02;0,001;0,006;0;0,022;0,163;0,0028;0;0;0,0009;0;0,019;0,0001;0,004;0;0,0019;0,0018;0,054;0,018;0,0004;0,013;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;108,6458;m%;97,4;0,139;0,214;0,6;1,342;0,02;0,002;0,005;0;0,021;0,162;0,0027;0;0;0,001;0;0,018;0,0001;0,005;0;0,0018;0,0018;0,064;0,017;0,0004;0,015;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;108,7938;m%;97,39;0,14;0,215;0,6;1,345;0,017;0,002;0,006;0;0,019;0,163;0,0028;0;0;0,001;0;0,018;0;0,005;0;0,0019;0,0018;0,06;0,015;0,0005;0,012;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;108,9421;m%;97,39;0,143;0,216;0,6;1,333;0,019;0,001;0,006;0;0,02;0,161;0,0024;0;0;0,0009;0;0,021;0,0005;0,004;0;0,002;0,0019;0,063;0,023;0,0004;0,014;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;109,0903;m%;97,39;0,144;0,213;0,6;1,331;0,02;0,001;0,005;0;0,019;0,165;0,0027;0;0;0,0009;0;0,019;0,0012;0,005;0;0,0018;0,0019;0,061;0,024;0,0002;0,014;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;109,2387;m%;97,39;0,142;0,215;0,6;1,33;0,019;0,001;0,005;0;0,022;0,164;0,0025;0;0,001;0,0009;0;0,019;0,0004;0,004;0;0,0019;0,0018;0,06;0,022;0,0003;0,015;0,003;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;109,387;m%;97,38;0,142;0,213;0,6;1,332;0,02;0,001;0,006;0;0,023;0,168;0,0024;0;0,002;0,0009;0;0,018;0,001;0,004;0;0,0019;0,0018;0,057;0,025;0,0003;0,012;0,005;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;109,5354;m%;97,41;0,144;0,21;0,6;1,329;0,021;0,002;0,006;0;0,021;0,167;0,0024;0,0001;0;0,001;0;0,019;0,0003;0,004;0;0,0019;0,0018;0,053;0,015;0,0002;0,012;0,003;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;109,6628;m%;97,4;0,143;0,207;0,6;1,324;0,019;0,001;0,005;0;0,021;0,165;0,0023;0;0,001;0,001;0;0,019;0,0008;0,004;0;0,0018;0,0019;0,068;0,02;0,0003;0,014;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;109,8114;m%;97,39;0,145;0,208;0,6;1,324;0,021;0,001;0,006;0;0,02;0,168;0,0028;0;0;0,0009;0;0,018;0,0018;0,004;0;0,0019;0,0018;0,067;0,022;0,0002;0,016;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;109,9599;m%;97,41;0,142;0,205;0,6;1,323;0,02;0,001;0,005;0;0,021;0,168;0,0024;0;0,001;0,0009;0;0,019;0,0015;0,004;0;0,0019;0,0018;0,056;0,028;0,0003;0,015;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;110,1085;m%;97,41;0,14;0,203;0,6;1,318;0,021;0,001;0,006;0;0,021;0,17;0,0026;0;0;0,001;0;0,019;0,0011;0,004;0;0,0019;0,0018;0,054;0,025;0,0003;0,014;0,006;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;110,2572;m%;97,43;0,14;0,205;0,6;1,312;0,02;0,001;0,005;0;0,021;0,167;0,0022;0;0;0,0011;0;0,02;0,0004;0,004;0;0,0019;0,0018;0,051;0,028;0,0003;0,013;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;110,406;m%;97,42;0,14;0,204;0,6;1,312;0,019;0,002;0,006;0;0,02;0,167;0,0025;0;0;0,001;0;0,02;0,0006;0,005;0;0,002;0,0018;0,061;0,022;0,0003;0,011;0,007;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;110,5336;m%;97,42;0,14;0,2;0,6;1,314;0,021;0,001;0,006;0;0,021;0,168;0,0029;0;0;0,001;0;0,019;0,0007;0,006;0;0,0019;0,0018;0,066;0,022;0,0004;0,014;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;110,6826;m%;97,42;0,14;0,2;0,6;1,314;0,019;0,001;0,006;0;0,022;0,169;0,0024;0;0;0,001;0;0,019;0,001;0,005;0;0,0018;0,0018;0,056;0,028;0,0004;0,014;0,003;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;110,8316;m%;97,43;0,138;0,202;0,6;1,313;0,019;0,001;0,005;0;0,023;0,167;0,0024;0,0001;0;0,001;0;0,02;0,0002;0,004;0;0,0019;0,0018;0,056;0,022;0,0004;0,014;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;110,9807;m%;97,43;0,14;0,204;0,6;1,306;0,02;0,001;0,006;0;0,022;0,163;0,0025;0;0;0,0009;0,001;0,02;0,0001;0,004;0;0,0019;0,0018;0,06;0,024;0,0002;0,015;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;111,1298;m%;97,41;0,136;0,205;0,6;1,311;0,021;0,001;0,005;0;0,024;0,168;0,0027;0;0;0,001;0;0,02;0,0007;0,003;0;0,002;0,0018;0,069;0,023;0,0003;0,015;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;111,2576;m%;97,42;0,14;0,203;0,6;1,313;0,021;0,001;0,005;0;0,022;0,17;0,0024;0;0,001;0,001;0;0,02;0,0005;0,005;0;0,0021;0,0018;0,06;0,023;0,0003;0,014;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;111,4068;m%;97,42;0,141;0,204;0,6;1,319;0,021;0,001;0,005;0;0,021;0,168;0,0022;0;0;0,001;0;0,019;0;0,005;0;0,0019;0,0018;0,059;0,02;0,0003;0,017;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;111,5562;m%;97,4;0,144;0,208;0,6;1,318;0,02;0,001;0,005;0;0,022;0,166;0,0024;0;0,001;0,0011;0;0,018;0,0001;0,005;0;0,0019;0,0018;0,067;0,02;0,0003;0,016;0,003;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;111,7057;m%;97,42;0,136;0,203;0,6;1,316;0,021;0,001;0,006;0;0,025;0,164;0,0027;0,0001;0,001;0,0011;0;0,02;0,0018;0,004;0;0,0019;0,0018;0,059;0,024;0,0004;0,014;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;111,8551;m%;97,42;0,141;0,202;0,6;1,313;0,019;0,001;0,006;0;0,023;0,164;0,0028;0,0001;0;0,001;0;0,019;0,0006;0,005;0;0,0019;0,0018;0,06;0,023;0,0004;0,014;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;111,9832;m%;97,42;0,137;0,203;0,6;1,316;0,019;0,001;0,006;0;0,023;0,164;0,0025;0;0;0,001;0;0,02;0,0008;0,004;0;0,0019;0,0018;0,056;0,03;0,0002;0,014;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;112,1327;m%;97,4;0,138;0,208;0,6;1,317;0,02;0,001;0,005;0;0,022;0,167;0,0024;0;0;0,001;0;0,019;0,0004;0,005;0;0,0019;0,0018;0,065;0,029;0,0003;0,013;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;112,2824;m%;97,39;0,138;0,21;0,6;1,332;0,019;0,001;0,005;0;0,021;0,166;0,0027;0,0001;0;0,001;0;0,019;0,0002;0,005;0;0,002;0,0019;0,068;0,021;0,0004;0,014;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;112,4323;m%;97,4;0,14;0,208;0,6;1,325;0,018;0,001;0,006;0;0,021;0,166;0,0026;0,0001;0;0,0009;0;0,019;0,0008;0,006;0;0,0019;0,0018;0,062;0,033;0,0002;0,014;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;112,5821;m%;97,4;0,14;0,21;0,6;1,324;0,018;0,001;0,006;0;0,021;0,165;0,0027;0;0,001;0,001;0;0,02;0,0004;0,004;0;0,0019;0,0018;0,054;0,029;0,0003;0,012;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;112,7106;m%;97,4;0,139;0,21;0,6;1,321;0,02;0,001;0,006;0;0,021;0,164;0,0027;0;0,001;0,001;0;0,02;0,0006;0,005;0;0,0019;0,0018;0,064;0,025;0,0004;0,013;0,003;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;112,8605;m%;97,4;0,143;0,213;0,6;1,32;0,02;0,001;0,006;0;0,024;0,161;0,0024;0;0;0,001;0;0,02;0,0001;0,004;0;0,0019;0,0018;0,068;0,02;0,0003;0,013;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;113,0105;m%;97,4;0,143;0,21;0,6;1,322;0,021;0,001;0,005;0;0,023;0,164;0,0025;0;0,001;0,001;0;0,02;0,0021;0,004;0;0,002;0,0018;0,061;0,026;0,0003;0,013;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;113,1605;m%;97,42;0,138;0,209;0,6;1,32;0,02;0,002;0,005;0;0,021;0,164;0,0025;0,0001;0;0,0011;0;0,02;0,0012;0,005;0;0,0018;0,0018;0,054;0,022;0,0003;0,013;0,003;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;113,2891;m%;97,41;0,136;0,209;0,6;1,327;0,02;0,001;0,005;0;0,022;0,163;0,0023;0;0,001;0,0011;0;0,02;0;0,005;0;0,002;0,0018;0,052;0,025;0,0002;0,015;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;113,4392;m%;97,4;0,137;0,212;0,6;1,325;0,019;0,002;0,005;0;0,021;0,164;0,0025;0;0;0,001;0;0,02;0,0001;0,006;0;0,002;0,0018;0,06;0,032;0,0003;0,015;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;113,5893;m%;97,39;0,136;0,216;0,6;1,329;0,02;0,001;0,005;0;0,023;0,166;0,0022;0,0001;0;0,0011;0;0,02;0,0005;0,005;0;0,0019;0,0018;0,059;0,019;0,0005;0,013;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;113,7396;m%;97,41;0,137;0,211;0,6;1,32;0,019;0,001;0,005;0;0,022;0,164;0,0025;0,0001;0;0,0011;0;0,019;0;0,005;0;0,002;0,0018;0,055;0,027;0,0004;0,014;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;113,8685;m%;97,41;0,137;0,213;0,6;1,326;0,018;0,001;0,005;0;0,021;0,166;0,0024;0,0001;0;0,001;0;0,019;0;0,004;0;0,0019;0,0018;0,056;0,022;0,0003;0,014;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;114,0189;m%;97,4;0,141;0,211;0,6;1,313;0,02;0,002;0,005;0;0,023;0,17;0,0023;0;0;0,0009;0;0,018;0,0005;0,004;0;0,002;0,0018;0,06;0,027;0,0002;0,014;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;114,1693;m%;97,41;0,139;0,213;0,6;1,321;0,019;0,001;0,005;0;0,023;0,164;0,0028;0;0;0,001;0;0,02;0,0012;0,005;0;0,002;0,0018;0,054;0,021;0,0004;0,013;0,003;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;114,3198;m%;97,41;0,138;0,211;0,6;1,328;0,019;0,001;0,005;0;0,021;0,163;0,0022;0;0;0,001;0;0,02;0,0018;0,005;0;0,002;0,0018;0,053;0,021;0,0003;0,013;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;114,4489;m%;97,4;0,142;0,208;0,6;1,316;0,019;0,001;0,006;0;0,023;0,162;0,0018;0;0,001;0,001;0;0,02;0,0024;0,005;0;0,0019;0,0018;0,063;0,034;0,0003;0,013;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;114,5996;m%;97,4;0,14;0,214;0,6;1,324;0,02;0,001;0,006;0;0,022;0,163;0,0023;0,0001;0;0,001;0;0,019;0,0018;0,005;0;0,002;0,0018;0,063;0,025;0,0003;0,012;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;114,7503;m%;97,39;0,138;0,218;0,6;1,328;0,022;0,001;0,006;0;0,023;0,164;0,002;0;0;0,0011;0;0,019;0,0019;0,004;0;0,002;0,0018;0,064;0,019;0,0004;0,013;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;114,9012;m%;97,39;0,141;0,216;0,6;1,328;0,021;0,001;0,005;0;0,024;0,16;0,0019;0,0001;0,001;0,001;0;0,02;0,002;0,005;0;0,0021;0,0018;0,063;0,02;0,0004;0,015;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;115,0305;m%;97,4;0,137;0,214;0,6;1,325;0,019;0,001;0,005;0;0,021;0,165;0,0021;0;0,001;0,001;0;0,019;0,0015;0,004;0;0,0021;0,0018;0,067;0,024;0,0004;0,013;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;115,1816;m%;97,39;0,137;0,214;0,6;1,322;0,02;0,001;0,005;0;0,022;0,166;0,0026;0;0,001;0,0009;0;0,019;0,001;0,004;0;0,002;0,0018;0,066;0,029;0,0004;0,015;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;115,3326;m%;97,4;0,139;0,212;0,6;1,322;0,021;0,001;0,005;0;0,023;0,163;0,0023;0,0001;0;0,001;0;0,019;0,0009;0,004;0;0,0019;0,0018;0,061;0,028;0,0003;0,015;0;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;115,4838;m%;97,4;0,139;0,215;0,6;1,321;0,021;0,001;0,006;0;0,019;0,163;0,0023;0,0001;0;0,0011;0;0,02;0,0005;0,006;0;0,002;0,0018;0,059;0,025;0,0005;0,014;0,001;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;115,6135;m%;97,42;0,141;0,211;0,6;1,325;0,02;0,001;0,006;0;0,021;0,16;0,002;0;0;0,001;0;0,02;0,0002;0,006;0;0,0021;0,0018;0,053;0,018;0,0003;0,015;0,002;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;115,7647;m%;97,41;0,141;0,211;0,6;1,316;0,019;0,001;0,006;0;0,022;0,163;0,002;0,0001;0;0,0011;0;0,019;0;0,005;0;0,0021;0,0018;0,058;0,024;0,0003;0,014;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;115,916;m%;97,42;0,14;0,205;0,6;1,315;0,018;0,001;0,005;0;0,022;0,161;0,0025;0,0001;0;0,001;0;0,019;0,0005;0,005;0;0,002;0,0018;0,06;0,023;0,0003;0,014;0,004;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;116,0458;m%;97,42;0,141;0,209;0,6;1,312;0,019;0,001;0,005;0;0,021;0,158;0,0026;0;0,001;0,001;0;0,02;0,0001;0,006;0;0,002;0,0018;0,057;0,027;0,0004;0,014;0,006;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;116,1973;m%;97,4;0,138;0,206;0,6;1,312;0,018;0,001;0,005;0;0,021;0,163;0,0025;0;0;0,0011;0;0,019;0,0003;0,005;0;0,002;0,0018;0,066;0,031;0,0003;0,015;0,006;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;116,349;m%;97,42;0,138;0,206;0,6;1,316;0,019;0,001;0,005;0;0,021;0,162;0,0026;0;0;0,001;0;0,02;0,0006;0,004;0;0,002;0,0018;0,056;0,03;0,0003;0,014;0,005;NAN
G17-0054;432431;S02798;P18-00305BL;0;1;116,5006;m%;97,43;0,139;0,202;0,6;1,313;0,021;0,001;0,005;0;0,022;0,161;0,0028;0;0;0,001;0;0,021;0,0002;0,005;0;0,0021;0,0018;0,052;0,022;0,0003;0,017;0,004;NAN
